,State,Date,value
420,Iowa,2015-09-01,1700298.0
421,Idaho,2015-09-01,802951.0
422,Illinois,2015-09-01,6565320.0
423,Indiana,2015-09-01,3278980.0
424,Kansas,2015-09-01,1497880.0
425,Kentucky,2015-09-01,1976555.0
426,Louisiana,2015-09-01,2134210.0
427,Massachusetts,2015-09-01,3610168.0
428,Maryland,2015-09-01,3168394.0
429,Maine,2015-09-01,686620.0
430,Michigan,2015-09-01,4779395.0
431,Minnesota,2015-09-01,3017390.0
432,Missouri,2015-09-01,3050791.0
433,Mississippi,2015-09-01,1262078.0
434,Montana,2015-09-01,520872.0
435,North Carolina,2015-09-01,4714568.0
436,North Dakota,2015-09-01,412104.0
437,Nebraska,2015-09-01,1017033.0
438,New Hampshire,2015-09-01,746425.0
439,New Jersey,2015-09-01,4589208.0
440,New Mexico,2015-09-01,939512.0
441,Nevada,2015-09-01,1395804.0
442,New York,2015-09-01,9732729.0
443,Ohio,2015-09-01,5715547.0
444,Oklahoma,2015-09-01,1821679.0
445,Oregon,2015-09-01,1985425.0
446,Pennsylvania,2015-09-01,6486574.0
447,Rhode Island,2015-09-01,562994.0
448,South Carolina,2015-09-01,2241281.0
449,South Dakota,2015-09-01,450221.0
450,Tennessee,2015-09-01,3081151.0
451,Texas,2015-09-01,13043523.0
452,Utah,2015-09-01,1468803.0
453,Virginia,2015-09-01,4221591.0
454,Vermont,2015-09-01,350639.0
455,Washington,2015-09-01,3561553.0
456,Wisconsin,2015-09-01,3094258.0
457,West Virginia,2015-09-01,789089.0
458,Wyoming,2015-09-01,300090.0
459,Alaska,2015-10-01,360364.0
460,Alabama,2015-10-01,2173053.0
461,Arkansas,2015-10-01,1332905.0
462,Arizona,2015-10-01,3123660.0
463,California,2015-10-01,18846578.0
464,Colorado,2015-10-01,2827738.0
465,Connecticut,2015-10-01,1895443.0
466,District of Columbia,2015-10-01,382995.0
467,Delaware,2015-10-01,465198.0
468,Florida,2015-10-01,9632214.0
469,Georgia,2015-10-01,4734979.0
470,Hawaii,2015-10-01,685238.0
471,Iowa,2015-10-01,1702038.0
472,Idaho,2015-10-01,804326.0
473,Illinois,2015-10-01,6575528.0
474,Indiana,2015-10-01,3288343.0
475,Kansas,2015-10-01,1499217.0
476,Kentucky,2015-10-01,1980054.0
477,Louisiana,2015-10-01,2131724.0
478,Massachusetts,2015-10-01,3609632.0
479,Maryland,2015-10-01,3168925.0
480,Maine,2015-10-01,686563.0
481,Michigan,2015-10-01,4786771.0
482,Minnesota,2015-10-01,3019206.0
483,Missouri,2015-10-01,3052804.0
484,Mississippi,2015-10-01,1264017.0
485,Montana,2015-10-01,521678.0
486,North Carolina,2015-10-01,4719324.0
487,North Dakota,2015-10-01,412475.0
488,Nebraska,2015-10-01,1018552.0
489,New Hampshire,2015-10-01,747110.0
490,New Jersey,2015-10-01,4590617.0
491,New Mexico,2015-10-01,939028.0
492,Nevada,2015-10-01,1396707.0
493,New York,2015-10-01,9740366.0
494,Ohio,2015-10-01,5719033.0
495,Oklahoma,2015-10-01,1821067.0
496,Oregon,2015-10-01,1991370.0
497,Pennsylvania,2015-10-01,6494946.0
498,Rhode Island,2015-10-01,562667.0
499,South Carolina,2015-10-01,2243185.0
500,South Dakota,2015-10-01,450545.0
501,Tennessee,2015-10-01,3084457.0
502,Texas,2015-10-01,13062295.0
503,Utah,2015-10-01,1472335.0
504,Virginia,2015-10-01,4221568.0
505,Vermont,2015-10-01,350573.0
506,Washington,2015-10-01,3570132.0
507,Wisconsin,2015-10-01,3099569.0
508,West Virginia,2015-10-01,788343.0
509,Wyoming,2015-10-01,300031.0
510,Alaska,2015-11-01,360361.0
511,Alabama,2015-11-01,2176431.0
512,Arkansas,2015-11-01,1334180.0
513,Arizona,2015-11-01,3129489.0
514,California,2015-11-01,18875380.0
515,Colorado,2015-11-01,2835878.0
516,Connecticut,2015-11-01,1896095.0
517,District of Columbia,2015-11-01,383528.0
518,Delaware,2015-11-01,466327.0
519,Florida,2015-11-01,9653667.0
520,Georgia,2015-11-01,4742569.0
521,Hawaii,2015-11-01,686702.0
522,Iowa,2015-11-01,1705349.0
523,Idaho,2015-11-01,806140.0
524,Illinois,2015-11-01,6592406.0
525,Indiana,2015-11-01,3300603.0
526,Kansas,2015-11-01,1500810.0
527,Kentucky,2015-11-01,1984895.0
528,Louisiana,2015-11-01,2131345.0
529,Massachusetts,2015-11-01,3612914.0
530,Maryland,2015-11-01,3171082.0
531,Maine,2015-11-01,687257.0
532,Michigan,2015-11-01,4798667.0
533,Minnesota,2015-11-01,3022960.0
534,Missouri,2015-11-01,3056290.0
535,Mississippi,2015-11-01,1266257.0
536,Montana,2015-11-01,522689.0
537,North Carolina,2015-11-01,4727836.0
538,North Dakota,2015-11-01,413014.0
539,Nebraska,2015-11-01,1020251.0
540,New Hampshire,2015-11-01,748406.0
541,New Jersey,2015-11-01,4595758.0
542,New Mexico,2015-11-01,939278.0
543,Nevada,2015-11-01,1398385.0
544,New York,2015-11-01,9754221.0
545,Ohio,2015-11-01,5728965.0
546,Oklahoma,2015-11-01,1822170.0
547,Oregon,2015-11-01,1999157.0
548,Pennsylvania,2015-11-01,6506860.0
549,Rhode Island,2015-11-01,562726.0
550,South Carolina,2015-11-01,2246987.0
551,South Dakota,2015-11-01,451039.0
552,Tennessee,2015-11-01,3090661.0
553,Texas,2015-11-01,13088927.0
554,Utah,2015-11-01,1476757.0
555,Virginia,2015-11-01,4224180.0
556,Vermont,2015-11-01,350711.0
557,Washington,2015-11-01,3580721.0
558,Wisconsin,2015-11-01,3106733.0
559,West Virginia,2015-11-01,788293.0
560,Wyoming,2015-11-01,300146.0
