REF_DATE,GEO,Estimate,UOM,VALUE
2017-10-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21941
2017-11-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21979
2017-12-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22232
2018-01-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21711
2018-02-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21848
2018-03-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21945
2018-04-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21840
2018-05-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21980
2018-06-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22303
2018-07-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22194
2018-08-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22306
2018-09-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22156
2018-10-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22029
2018-11-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22137
2018-12-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22197
2019-01-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22279
2019-02-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22371
2019-03-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22268
2019-04-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22457
2019-05-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22527
2019-06-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22467
2019-07-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22598
2019-08-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22532
2019-09-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22086
2019-10-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22326
2019-11-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22427
2019-12-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22283
2020-01-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22494
2020-02-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22658
2020-03-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21462
2020-04-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,20205
2020-05-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,19160
2020-06-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,19601
2020-07-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,20167
2020-08-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,20872
2020-09-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21419
2020-10-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21788
2020-11-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,21825
2020-12-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22117
2021-01-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22497
2021-02-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22621
2021-03-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22723
2021-04-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,23094
2021-05-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22523
2021-06-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22564
2021-07-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22771
2021-08-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,22675
2021-09-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,23250
2021-10-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,23527
2021-11-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,23552
2021-12-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,23637
2022-01-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,23640
2022-02-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,23635
2022-03-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,23818
2022-04-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,23794
2022-05-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,23313
2022-06-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,23675
2022-07-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,23955
2022-08-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,24030
2022-09-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,24047
2022-10-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,24125
2022-11-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,24325
2022-12-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,24424
2023-01-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,24504
2023-02-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,24505
2023-03-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,24621
2023-04-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,24213
2023-05-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,24766
2023-06-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,25095
2023-07-01,Yukon,"Employment for all employees, industrial aggregate including unclassified",Persons,24902
