,variable,value
Maryland,2010-10-01,115.5
Maine,2010-10-01,50.8
Michigan,2010-10-01,476.1
Minnesota,2010-10-01,295.0
Missouri,2010-10-01,248.5
Mississippi,2010-10-01,135.2
Montana,2010-10-01,16.5
North Carolina,2010-10-01,433.6
North Dakota,2010-10-01,23.0
Nebraska,2010-10-01,92.0
New Hampshire,2010-10-01,66.2
New Jersey,2010-10-01,253.2
New Mexico,2010-10-01,29.5
Nevada,2010-10-01,37.7
New York,2010-10-01,456.4
Ohio,2010-10-01,627.2
Oklahoma,2010-10-01,130.4
Oregon,2010-10-01,165.7
Pennsylvania,2010-10-01,561.8
Rhode Island,2010-10-01,40.5
South Carolina,2010-10-01,207.7
South Dakota,2010-10-01,37.2
District of Columbia,2010-10-01,1.1
Alabama,2010-10-01,236.4
Tennessee,2010-10-01,297.7
Texas,2010-10-01,819.4
Utah,2010-10-01,111.6
Virginia,2010-10-01,230.1
Vermont,2010-10-01,30.8
Washington,2010-10-01,259.7
Wisconsin,2010-10-01,436.2
West Virginia,2010-10-01,49.3
Wyoming,2010-10-01,8.8
Alaska,2010-11-01,13.1
Arkansas,2010-11-01,160.8
Arizona,2010-11-01,149.8
California,2010-11-01,1241.4
Colorado,2010-11-01,125.1
Connecticut,2010-11-01,163.3
Delaware,2010-11-01,25.6
Florida,2010-11-01,310.1
Georgia,2010-11-01,344.8
Hawaii,2010-11-01,13.2
Iowa,2010-11-01,202.4
Idaho,2010-11-01,54.8
Illinois,2010-11-01,568.3
Indiana,2010-11-01,449.9
Kansas,2010-11-01,159.2
Kentucky,2010-11-01,210.9
Louisiana,2010-11-01,137.4
Massachusetts,2010-11-01,250.5
Maryland,2010-11-01,114.9
Maine,2010-11-01,50.8
Michigan,2010-11-01,477.5
Minnesota,2010-11-01,295.3
Missouri,2010-11-01,248.5
Mississippi,2010-11-01,134.4
Montana,2010-11-01,16.6
North Carolina,2010-11-01,432.8
North Dakota,2010-11-01,23.1
Nebraska,2010-11-01,92.1
New Hampshire,2010-11-01,66.1
New Jersey,2010-11-01,253.1
New Mexico,2010-11-01,29.3
Nevada,2010-11-01,37.8
New York,2010-11-01,456.9
Ohio,2010-11-01,628.3
Oklahoma,2010-11-01,130.8
Oregon,2010-11-01,165.8
Pennsylvania,2010-11-01,562.2
Rhode Island,2010-11-01,40.6
South Carolina,2010-11-01,207.7
South Dakota,2010-11-01,37.4
District of Columbia,2010-11-01,1.0
Alabama,2010-11-01,236.5
Tennessee,2010-11-01,297.7
Texas,2010-11-01,820.7
Utah,2010-11-01,111.9
Virginia,2010-11-01,229.4
Vermont,2010-11-01,30.7
Washington,2010-11-01,260.6
Wisconsin,2010-11-01,437.6
West Virginia,2010-11-01,49.4
Wyoming,2010-11-01,8.9
Alaska,2010-12-01,12.9
Arkansas,2010-12-01,160.8
Arizona,2010-12-01,149.6
California,2010-12-01,1240.6
Colorado,2010-12-01,125.6
Connecticut,2010-12-01,163.2
Delaware,2010-12-01,25.8
Florida,2010-12-01,310.7
Georgia,2010-12-01,345.5
Hawaii,2010-12-01,13.3
Iowa,2010-12-01,202.7
Idaho,2010-12-01,54.5
Illinois,2010-12-01,570.2
Indiana,2010-12-01,453.0
Kansas,2010-12-01,159.4
Kentucky,2010-12-01,210.9
Louisiana,2010-12-01,137.8
Massachusetts,2010-12-01,250.3
Maryland,2010-12-01,114.6
Maine,2010-12-01,50.6
Michigan,2010-12-01,478.7
Minnesota,2010-12-01,296.3
Missouri,2010-12-01,248.7
Mississippi,2010-12-01,134.4
Montana,2010-12-01,16.6
North Carolina,2010-12-01,433.6
North Dakota,2010-12-01,23.3
Nebraska,2010-12-01,92.3
New Hampshire,2010-12-01,66.3
New Jersey,2010-12-01,253.4
New Mexico,2010-12-01,29.3
Nevada,2010-12-01,37.9
New York,2010-12-01,456.9
Ohio,2010-12-01,629.6
Oklahoma,2010-12-01,131.1
Oregon,2010-12-01,165.3
Pennsylvania,2010-12-01,562.7
Rhode Island,2010-12-01,40.6
South Carolina,2010-12-01,209.3
South Dakota,2010-12-01,37.6
District of Columbia,2010-12-01,1.0
Alabama,2010-12-01,235.4
Tennessee,2010-12-01,298.7
Texas,2010-12-01,822.0
Utah,2010-12-01,112.2
Virginia,2010-12-01,229.7
Vermont,2010-12-01,30.7
Washington,2010-12-01,261.6
Wisconsin,2010-12-01,438.1
West Virginia,2010-12-01,49.3
Wyoming,2010-12-01,8.9
Alaska,2011-01-01,13.2
Arkansas,2011-01-01,160.4
Arizona,2011-01-01,150.0
California,2011-01-01,1241.5
Colorado,2011-01-01,126.2
Connecticut,2011-01-01,163.2
Delaware,2011-01-01,25.7
Florida,2011-01-01,311.5
Georgia,2011-01-01,344.6
Hawaii,2011-01-01,13.3
Iowa,2011-01-01,203.6
Idaho,2011-01-01,54.9
Illinois,2011-01-01,571.0
Indiana,2011-01-01,456.2
Kansas,2011-01-01,158.8
Kentucky,2011-01-01,210.5
Louisiana,2011-01-01,138.2
Massachusetts,2011-01-01,249.6
Maryland,2011-01-01,116.5
Maine,2011-01-01,51.1
Michigan,2011-01-01,483.5
Minnesota,2011-01-01,297.3
Missouri,2011-01-01,248.7
Mississippi,2011-01-01,134.7
Montana,2011-01-01,16.6
North Carolina,2011-01-01,433.1
North Dakota,2011-01-01,23.3
Nebraska,2011-01-01,92.4
New Hampshire,2011-01-01,66.3
New Jersey,2011-01-01,253.0
New Mexico,2011-01-01,29.4
Nevada,2011-01-01,38.0
New York,2011-01-01,457.5
Ohio,2011-01-01,631.0
Oklahoma,2011-01-01,131.7
Oregon,2011-01-01,166.3
Pennsylvania,2011-01-01,563.2
Rhode Island,2011-01-01,40.6
South Carolina,2011-01-01,210.0
South Dakota,2011-01-01,37.8
District of Columbia,2011-01-01,1.1
Alabama,2011-01-01,234.6
Tennessee,2011-01-01,300.2
Texas,2011-01-01,823.6
Utah,2011-01-01,112.4
Virginia,2011-01-01,229.0
Vermont,2011-01-01,30.8
Washington,2011-01-01,262.1
Wisconsin,2011-01-01,440.4
West Virginia,2011-01-01,49.4
Wyoming,2011-01-01,8.9
Alaska,2011-02-01,13.5
Arkansas,2011-02-01,160.6
Arizona,2011-02-01,150.0
California,2011-02-01,1242.9
Colorado,2011-02-01,126.2
Connecticut,2011-02-01,163.5
Delaware,2011-02-01,25.8
Florida,2011-02-01,311.4
Georgia,2011-02-01,347.6
Hawaii,2011-02-01,13.5
Iowa,2011-02-01,204.1
Idaho,2011-02-01,55.3
Illinois,2011-02-01,571.1
Indiana,2011-02-01,457.3
Kansas,2011-02-01,158.7
Kentucky,2011-02-01,210.8
Louisiana,2011-02-01,138.8
Massachusetts,2011-02-01,249.1
Maryland,2011-02-01,116.1
Maine,2011-02-01,51.1
Michigan,2011-02-01,486.8
Minnesota,2011-02-01,298.1
Missouri,2011-02-01,249.0
Mississippi,2011-02-01,135.0
Montana,2011-02-01,16.7
North Carolina,2011-02-01,433.5
North Dakota,2011-02-01,23.5
Nebraska,2011-02-01,92.3
New Hampshire,2011-02-01,66.4
New Jersey,2011-02-01,252.5
New Mexico,2011-02-01,29.4
Nevada,2011-02-01,38.2
New York,2011-02-01,458.0
Ohio,2011-02-01,631.5
Oklahoma,2011-02-01,131.7
Oregon,2011-02-01,166.8
Pennsylvania,2011-02-01,564.0
Rhode Island,2011-02-01,40.5
South Carolina,2011-02-01,211.3
South Dakota,2011-02-01,38.0
District of Columbia,2011-02-01,1.0
Alabama,2011-02-01,236.0
Tennessee,2011-02-01,300.8
Texas,2011-02-01,825.6
Utah,2011-02-01,112.7
Virginia,2011-02-01,229.6
Vermont,2011-02-01,30.8
Washington,2011-02-01,263.8
Wisconsin,2011-02-01,442.1
West Virginia,2011-02-01,49.4
Wyoming,2011-02-01,8.9
Alaska,2011-03-01,13.5
Arkansas,2011-03-01,160.5
Arizona,2011-03-01,150.2
California,2011-03-01,1243.5
Colorado,2011-03-01,126.9
Connecticut,2011-03-01,163.6
Delaware,2011-03-01,25.7
Florida,2011-03-01,311.4
Georgia,2011-03-01,347.8
Hawaii,2011-03-01,13.5
Iowa,2011-03-01,205.2
Idaho,2011-03-01,55.4
Illinois,2011-03-01,573.1
Indiana,2011-03-01,460.0
Kansas,2011-03-01,159.1
Kentucky,2011-03-01,211.6
Louisiana,2011-03-01,139.1
Massachusetts,2011-03-01,249.6
Maryland,2011-03-01,116.0
Maine,2011-03-01,51.2
Michigan,2011-03-01,490.1
Minnesota,2011-03-01,298.3
Missouri,2011-03-01,248.9
Mississippi,2011-03-01,135.5
Montana,2011-03-01,16.9
North Carolina,2011-03-01,434.0
North Dakota,2011-03-01,23.5
Nebraska,2011-03-01,92.8
New Hampshire,2011-03-01,66.5
New Jersey,2011-03-01,252.0
New Mexico,2011-03-01,29.6
Nevada,2011-03-01,38.2
New York,2011-03-01,458.0
Ohio,2011-03-01,634.4
Oklahoma,2011-03-01,133.0
Oregon,2011-03-01,167.4
Pennsylvania,2011-03-01,565.0
Rhode Island,2011-03-01,40.6
South Carolina,2011-03-01,212.8
South Dakota,2011-03-01,38.3
District of Columbia,2011-03-01,1.1
Alabama,2011-03-01,236.5
Tennessee,2011-03-01,301.2
Texas,2011-03-01,830.0
Utah,2011-03-01,112.9
Virginia,2011-03-01,230.3
Vermont,2011-03-01,30.7
Washington,2011-03-01,265.1
Wisconsin,2011-03-01,443.6
West Virginia,2011-03-01,49.6
Wyoming,2011-03-01,8.9
Alaska,2011-04-01,13.2
Arkansas,2011-04-01,160.6
Arizona,2011-04-01,150.6
California,2011-04-01,1249.0
Colorado,2011-04-01,127.6
Connecticut,2011-04-01,163.7
Delaware,2011-04-01,25.8
Florida,2011-04-01,312.4
Georgia,2011-04-01,349.6
Hawaii,2011-04-01,13.6
Iowa,2011-04-01,205.1
Idaho,2011-04-01,55.5
Illinois,2011-04-01,575.2
Indiana,2011-04-01,462.0
Kansas,2011-04-01,160.2
Kentucky,2011-04-01,212.2
Louisiana,2011-04-01,138.7
Massachusetts,2011-04-01,250.3
Maryland,2011-04-01,116.2
Maine,2011-04-01,50.9
Michigan,2011-04-01,498.0
Minnesota,2011-04-01,300.0
Missouri,2011-04-01,249.5
Mississippi,2011-04-01,135.2
Montana,2011-04-01,16.9
North Carolina,2011-04-01,434.1
North Dakota,2011-04-01,23.8
Nebraska,2011-04-01,93.1
New Hampshire,2011-04-01,66.7
New Jersey,2011-04-01,251.2
New Mexico,2011-04-01,29.5
Nevada,2011-04-01,38.2
New York,2011-04-01,459.6
Ohio,2011-04-01,635.8
Oklahoma,2011-04-01,134.3
Oregon,2011-04-01,167.6
Pennsylvania,2011-04-01,566.3
Rhode Island,2011-04-01,40.5
South Carolina,2011-04-01,213.9
South Dakota,2011-04-01,38.7
District of Columbia,2011-04-01,1.1
Alabama,2011-04-01,237.1
Tennessee,2011-04-01,301.6
Texas,2011-04-01,833.2
Utah,2011-04-01,113.6
Virginia,2011-04-01,231.0
Vermont,2011-04-01,30.7
Washington,2011-04-01,266.3
Wisconsin,2011-04-01,446.0
West Virginia,2011-04-01,49.5
Wyoming,2011-04-01,9.0
Alaska,2011-05-01,13.4
Arkansas,2011-05-01,160.1
Arizona,2011-05-01,151.5
California,2011-05-01,1247.7
Colorado,2011-05-01,127.8
Connecticut,2011-05-01,163.6
Delaware,2011-05-01,26.0
Florida,2011-05-01,312.6
Georgia,2011-05-01,350.1
Hawaii,2011-05-01,13.6
Iowa,2011-05-01,205.7
Idaho,2011-05-01,55.7
Illinois,2011-05-01,575.6
Indiana,2011-05-01,461.8
Kansas,2011-05-01,160.1
Kentucky,2011-05-01,211.7
Louisiana,2011-05-01,138.9
Massachusetts,2011-05-01,250.2
Maryland,2011-05-01,116.1
Maine,2011-05-01,50.7
Michigan,2011-05-01,499.8
Minnesota,2011-05-01,300.6
Missouri,2011-05-01,249.6
Mississippi,2011-05-01,135.7
Montana,2011-05-01,16.7
North Carolina,2011-05-01,435.0
North Dakota,2011-05-01,23.7
Nebraska,2011-05-01,93.3
New Hampshire,2011-05-01,66.5
New Jersey,2011-05-01,249.9
New Mexico,2011-05-01,29.4
Nevada,2011-05-01,38.3
New York,2011-05-01,459.3
Ohio,2011-05-01,636.2
Oklahoma,2011-05-01,134.8
Oregon,2011-05-01,167.5
Pennsylvania,2011-05-01,566.8
Rhode Island,2011-05-01,40.4
South Carolina,2011-05-01,214.2
South Dakota,2011-05-01,39.2
District of Columbia,2011-05-01,1.1
Alabama,2011-05-01,237.0
Tennessee,2011-05-01,302.3
Texas,2011-05-01,835.0
Utah,2011-05-01,113.4
Virginia,2011-05-01,231.3
Vermont,2011-05-01,30.8
Washington,2011-05-01,267.2
Wisconsin,2011-05-01,447.4
West Virginia,2011-05-01,49.5
Wyoming,2011-05-01,9.1
Alaska,2011-06-01,13.9
Arkansas,2011-06-01,158.3
Arizona,2011-06-01,151.1
California,2011-06-01,1246.5
Colorado,2011-06-01,128.1
Connecticut,2011-06-01,163.5
Delaware,2011-06-01,25.9
Florida,2011-06-01,313.1
Georgia,2011-06-01,350.0
Hawaii,2011-06-01,13.4
Iowa,2011-06-01,206.2
Idaho,2011-06-01,55.6
Illinois,2011-06-01,576.4
Indiana,2011-06-01,462.6
Kansas,2011-06-01,160.1
Kentucky,2011-06-01,212.7
Louisiana,2011-06-01,138.6
Massachusetts,2011-06-01,249.9
Maryland,2011-06-01,115.7
Maine,2011-06-01,50.5
Michigan,2011-06-01,501.6
Minnesota,2011-06-01,300.4
Missouri,2011-06-01,249.7
Mississippi,2011-06-01,135.6
Montana,2011-06-01,16.7
North Carolina,2011-06-01,434.5
North Dakota,2011-06-01,23.7
Nebraska,2011-06-01,93.4
New Hampshire,2011-06-01,66.6
New Jersey,2011-06-01,249.3
New Mexico,2011-06-01,29.4
Nevada,2011-06-01,38.2
New York,2011-06-01,458.9
Ohio,2011-06-01,635.0
Oklahoma,2011-06-01,135.2
Oregon,2011-06-01,167.4
Pennsylvania,2011-06-01,566.3
Rhode Island,2011-06-01,40.2
South Carolina,2011-06-01,215.4
South Dakota,2011-06-01,39.1
District of Columbia,2011-06-01,1.1
Alabama,2011-06-01,237.2
Tennessee,2011-06-01,302.4
Texas,2011-06-01,838.3
Utah,2011-06-01,113.5
Virginia,2011-06-01,231.7
Vermont,2011-06-01,31.0
Washington,2011-06-01,267.6
Wisconsin,2011-06-01,447.5
West Virginia,2011-06-01,49.6
Wyoming,2011-06-01,9.1
Alaska,2011-07-01,14.0
Arkansas,2011-07-01,159.0
Arizona,2011-07-01,151.7
California,2011-07-01,1246.2
Colorado,2011-07-01,128.6
Connecticut,2011-07-01,163.6
Delaware,2011-07-01,26.1
Florida,2011-07-01,314.3
Georgia,2011-07-01,351.1
Hawaii,2011-07-01,13.6
Iowa,2011-07-01,206.8
Idaho,2011-07-01,55.4
Illinois,2011-07-01,576.3
Indiana,2011-07-01,462.6
Kansas,2011-07-01,160.7
Kentucky,2011-07-01,209.5
Louisiana,2011-07-01,140.0
Massachusetts,2011-07-01,250.7
Maryland,2011-07-01,115.1
Maine,2011-07-01,50.4
Michigan,2011-07-01,506.3
Minnesota,2011-07-01,301.9
Missouri,2011-07-01,251.5
Mississippi,2011-07-01,135.2
Montana,2011-07-01,16.7
North Carolina,2011-07-01,434.5
North Dakota,2011-07-01,23.7
Nebraska,2011-07-01,93.7
New Hampshire,2011-07-01,66.9
New Jersey,2011-07-01,248.6
New Mexico,2011-07-01,29.5
Nevada,2011-07-01,38.3
New York,2011-07-01,459.9
Ohio,2011-07-01,642.2
Oklahoma,2011-07-01,136.9
Oregon,2011-07-01,168.2
Pennsylvania,2011-07-01,567.7
Rhode Island,2011-07-01,40.3
South Carolina,2011-07-01,215.8
South Dakota,2011-07-01,39.3
District of Columbia,2011-07-01,1.1
Alabama,2011-07-01,237.7
Tennessee,2011-07-01,303.8
Texas,2011-07-01,842.7
Utah,2011-07-01,114.2
Virginia,2011-07-01,232.5
Vermont,2011-07-01,31.1
Washington,2011-07-01,269.7
Wisconsin,2011-07-01,449.1
West Virginia,2011-07-01,49.6
Wyoming,2011-07-01,9.0
Alaska,2011-08-01,14.3
Arkansas,2011-08-01,158.4
Arizona,2011-08-01,151.9
California,2011-08-01,1245.7
Colorado,2011-08-01,128.9
Connecticut,2011-08-01,164.1
Delaware,2011-08-01,25.9
Florida,2011-08-01,314.9
Georgia,2011-08-01,350.7
Hawaii,2011-08-01,13.7
Iowa,2011-08-01,206.7
Idaho,2011-08-01,55.9
Illinois,2011-08-01,576.9
Indiana,2011-08-01,464.5
Kansas,2011-08-01,160.8
Kentucky,2011-08-01,213.6
Louisiana,2011-08-01,140.2
Massachusetts,2011-08-01,250.6
Maryland,2011-08-01,114.9
Maine,2011-08-01,50.5
Michigan,2011-08-01,505.3
Minnesota,2011-08-01,302.2
Missouri,2011-08-01,248.9
Mississippi,2011-08-01,135.3
Montana,2011-08-01,16.9
North Carolina,2011-08-01,435.4
North Dakota,2011-08-01,23.7
Nebraska,2011-08-01,93.3
New Hampshire,2011-08-01,66.7
New Jersey,2011-08-01,248.1
New Mexico,2011-08-01,29.8
Nevada,2011-08-01,38.5
New York,2011-08-01,460.1
Ohio,2011-08-01,643.5
Oklahoma,2011-08-01,137.0
Oregon,2011-08-01,169.8
Pennsylvania,2011-08-01,568.2
Rhode Island,2011-08-01,40.0
South Carolina,2011-08-01,216.5
South Dakota,2011-08-01,39.5
District of Columbia,2011-08-01,1.0
Alabama,2011-08-01,238.7
Tennessee,2011-08-01,301.9
Texas,2011-08-01,845.1
Utah,2011-08-01,114.4
Virginia,2011-08-01,232.2
Vermont,2011-08-01,31.3
Washington,2011-08-01,271.5
Wisconsin,2011-08-01,449.7
West Virginia,2011-08-01,49.6
Wyoming,2011-08-01,9.2
Alaska,2011-09-01,15.2
Arkansas,2011-09-01,158.1
Arizona,2011-09-01,152.3
California,2011-09-01,1245.5
Colorado,2011-09-01,129.4
Connecticut,2011-09-01,163.3
Delaware,2011-09-01,25.9
Florida,2011-09-01,314.8
Georgia,2011-09-01,349.9
Hawaii,2011-09-01,13.7
Iowa,2011-09-01,207.0
Idaho,2011-09-01,56.1
Illinois,2011-09-01,576.8
Indiana,2011-09-01,466.6
Kansas,2011-09-01,160.5
Kentucky,2011-09-01,214.4
Louisiana,2011-09-01,141.2
Massachusetts,2011-09-01,249.8
Maryland,2011-09-01,114.4
Maine,2011-09-01,50.5
Michigan,2011-09-01,507.6
Minnesota,2011-09-01,302.6
Missouri,2011-09-01,251.4
Mississippi,2011-09-01,135.5
Montana,2011-09-01,16.8
North Carolina,2011-09-01,434.4
North Dakota,2011-09-01,23.8
Nebraska,2011-09-01,93.5
New Hampshire,2011-09-01,66.5
New Jersey,2011-09-01,246.5
New Mexico,2011-09-01,29.9
Nevada,2011-09-01,38.6
New York,2011-09-01,459.5
Ohio,2011-09-01,643.7
Oklahoma,2011-09-01,137.7
Oregon,2011-09-01,169.5
Pennsylvania,2011-09-01,568.1
Rhode Island,2011-09-01,39.9
South Carolina,2011-09-01,216.4
South Dakota,2011-09-01,39.7
District of Columbia,2011-09-01,1.0
Alabama,2011-09-01,238.0
Tennessee,2011-09-01,302.6
Texas,2011-09-01,847.9
Utah,2011-09-01,114.5
Virginia,2011-09-01,232.1
Vermont,2011-09-01,31.3
Washington,2011-09-01,272.8
Wisconsin,2011-09-01,450.2
West Virginia,2011-09-01,49.5
Wyoming,2011-09-01,9.2
Alaska,2011-10-01,14.1
Arkansas,2011-10-01,157.5
Arizona,2011-10-01,152.5
California,2011-10-01,1246.2
Colorado,2011-10-01,129.3
Connecticut,2011-10-01,163.1
Delaware,2011-10-01,25.8
Florida,2011-10-01,315.3
Georgia,2011-10-01,349.8
Hawaii,2011-10-01,13.7
Iowa,2011-10-01,206.5
Idaho,2011-10-01,56.4
Illinois,2011-10-01,576.7
Indiana,2011-10-01,469.5
Kansas,2011-10-01,161.0
Kentucky,2011-10-01,215.2
Louisiana,2011-10-01,141.3
Massachusetts,2011-10-01,249.4
Maryland,2011-10-01,114.1
Maine,2011-10-01,50.4
Michigan,2011-10-01,511.0
Minnesota,2011-10-01,302.7
Missouri,2011-10-01,250.1
Mississippi,2011-10-01,135.2
Montana,2011-10-01,16.9
North Carolina,2011-10-01,433.9
North Dakota,2011-10-01,24.0
Nebraska,2011-10-01,93.8
New Hampshire,2011-10-01,66.2
New Jersey,2011-10-01,245.6
New Mexico,2011-10-01,29.8
Nevada,2011-10-01,38.7
New York,2011-10-01,458.4
Ohio,2011-10-01,646.2
Oklahoma,2011-10-01,138.0
Oregon,2011-10-01,169.2
Pennsylvania,2011-10-01,567.1
Rhode Island,2011-10-01,39.6
South Carolina,2011-10-01,216.5
South Dakota,2011-10-01,39.8
District of Columbia,2011-10-01,1.0
Alabama,2011-10-01,238.1
Tennessee,2011-10-01,304.9
Texas,2011-10-01,849.1
Utah,2011-10-01,114.8
Virginia,2011-10-01,231.3
Vermont,2011-10-01,31.4
Washington,2011-10-01,273.4
Wisconsin,2011-10-01,450.2
West Virginia,2011-10-01,49.6
Wyoming,2011-10-01,9.3
Alaska,2011-11-01,14.1
Arkansas,2011-11-01,157.2
Arizona,2011-11-01,153.0
California,2011-11-01,1244.7
Colorado,2011-11-01,129.2
Connecticut,2011-11-01,163.1
Delaware,2011-11-01,25.8
Florida,2011-11-01,315.2
Georgia,2011-11-01,350.2
Hawaii,2011-11-01,13.7
Iowa,2011-11-01,206.9
Idaho,2011-11-01,56.4
Illinois,2011-11-01,577.4
Indiana,2011-11-01,465.1
Kansas,2011-11-01,161.0
Kentucky,2011-11-01,215.8
Louisiana,2011-11-01,141.1
Massachusetts,2011-11-01,248.8
Maryland,2011-11-01,113.7
Maine,2011-11-01,50.5
Michigan,2011-11-01,514.4
Minnesota,2011-11-01,302.4
Missouri,2011-11-01,250.3
Mississippi,2011-11-01,135.2
Montana,2011-11-01,16.8
North Carolina,2011-11-01,433.7
North Dakota,2011-11-01,24.3
Nebraska,2011-11-01,94.4
New Hampshire,2011-11-01,66.4
New Jersey,2011-11-01,245.2
New Mexico,2011-11-01,29.8
Nevada,2011-11-01,38.6
New York,2011-11-01,459.0
Ohio,2011-11-01,648.7
Oklahoma,2011-11-01,138.3
Oregon,2011-11-01,169.6
Pennsylvania,2011-11-01,567.2
Rhode Island,2011-11-01,39.5
South Carolina,2011-11-01,216.5
South Dakota,2011-11-01,40.1
District of Columbia,2011-11-01,1.0
Alabama,2011-11-01,239.1
Tennessee,2011-11-01,305.9
Texas,2011-11-01,850.9
Utah,2011-11-01,114.9
Virginia,2011-11-01,231.4
Vermont,2011-11-01,31.4
Washington,2011-11-01,274.8
Wisconsin,2011-11-01,451.5
West Virginia,2011-11-01,49.6
Wyoming,2011-11-01,9.3
Alaska,2011-12-01,13.2
Arkansas,2011-12-01,156.8
Arizona,2011-12-01,153.4
California,2011-12-01,1245.1
Colorado,2011-12-01,129.6
Connecticut,2011-12-01,162.8
Delaware,2011-12-01,25.8
Florida,2011-12-01,315.2
Georgia,2011-12-01,350.1
Hawaii,2011-12-01,13.6
Iowa,2011-12-01,207.4
Idaho,2011-12-01,56.8
Illinois,2011-12-01,578.1
Indiana,2011-12-01,469.0
Kansas,2011-12-01,161.3
Kentucky,2011-12-01,215.4
Louisiana,2011-12-01,141.2
Massachusetts,2011-12-01,248.9
Maryland,2011-12-01,113.6
Maine,2011-12-01,50.7
Michigan,2011-12-01,518.2
Minnesota,2011-12-01,303.3
Missouri,2011-12-01,250.8
Mississippi,2011-12-01,135.6
Montana,2011-12-01,17.1
North Carolina,2011-12-01,434.2
North Dakota,2011-12-01,24.6
Nebraska,2011-12-01,94.7
New Hampshire,2011-12-01,66.2
New Jersey,2011-12-01,244.7
New Mexico,2011-12-01,29.7
Nevada,2011-12-01,38.6
New York,2011-12-01,459.2
Ohio,2011-12-01,649.5
Oklahoma,2011-12-01,138.4
Oregon,2011-12-01,170.1
Pennsylvania,2011-12-01,568.2
Rhode Island,2011-12-01,39.5
South Carolina,2011-12-01,217.5
South Dakota,2011-12-01,40.3
District of Columbia,2011-12-01,1.0
Alabama,2011-12-01,240.0
Tennessee,2011-12-01,305.4
Texas,2011-12-01,853.0
Utah,2011-12-01,115.2
Virginia,2011-12-01,231.1
Vermont,2011-12-01,31.6
Washington,2011-12-01,275.1
Wisconsin,2011-12-01,452.3
West Virginia,2011-12-01,49.6
Wyoming,2011-12-01,9.4
Alaska,2012-01-01,13.9
Arkansas,2012-01-01,156.4
Arizona,2012-01-01,154.5
California,2012-01-01,1246.6
Colorado,2012-01-01,129.8
Connecticut,2012-01-01,162.8
Delaware,2012-01-01,25.7
Florida,2012-01-01,317.4
Georgia,2012-01-01,351.5
Hawaii,2012-01-01,13.7
Iowa,2012-01-01,207.6
Idaho,2012-01-01,56.8
Illinois,2012-01-01,579.5
Indiana,2012-01-01,473.0
Kansas,2012-01-01,161.8
Kentucky,2012-01-01,217.8
Louisiana,2012-01-01,140.8
Massachusetts,2012-01-01,249.7
Maryland,2012-01-01,113.6
Maine,2012-01-01,50.6
Michigan,2012-01-01,521.3
Minnesota,2012-01-01,303.5
Missouri,2012-01-01,252.1
Mississippi,2012-01-01,136.4
Montana,2012-01-01,17.1
North Carolina,2012-01-01,437.3
North Dakota,2012-01-01,24.8
Nebraska,2012-01-01,94.4
New Hampshire,2012-01-01,66.3
New Jersey,2012-01-01,244.4
New Mexico,2012-01-01,29.9
Nevada,2012-01-01,38.8
New York,2012-01-01,460.3
Ohio,2012-01-01,650.6
Oklahoma,2012-01-01,139.6
Oregon,2012-01-01,170.1
Pennsylvania,2012-01-01,569.1
Rhode Island,2012-01-01,39.3
South Carolina,2012-01-01,218.1
South Dakota,2012-01-01,40.3
District of Columbia,2012-01-01,1.0
Alabama,2012-01-01,240.5
Tennessee,2012-01-01,306.2
Texas,2012-01-01,856.9
Utah,2012-01-01,115.6
Virginia,2012-01-01,232.6
Vermont,2012-01-01,31.7
Washington,2012-01-01,275.2
Wisconsin,2012-01-01,454.3
West Virginia,2012-01-01,49.9
Wyoming,2012-01-01,9.3
Alaska,2012-02-01,14.3
Arkansas,2012-02-01,156.2
Arizona,2012-02-01,154.8
California,2012-02-01,1248.0
Colorado,2012-02-01,130.2
Connecticut,2012-02-01,163.2
Delaware,2012-02-01,25.8
Florida,2012-02-01,317.4
Georgia,2012-02-01,351.4
Hawaii,2012-02-01,13.7
Iowa,2012-02-01,208.2
Idaho,2012-02-01,57.0
Illinois,2012-02-01,581.0
Indiana,2012-02-01,474.7
Kansas,2012-02-01,161.8
Kentucky,2012-02-01,216.8
Louisiana,2012-02-01,141.1
Massachusetts,2012-02-01,249.7
Maryland,2012-02-01,112.6
Maine,2012-02-01,51.0
Michigan,2012-02-01,522.3
Minnesota,2012-02-01,304.1
Missouri,2012-02-01,252.2
Mississippi,2012-02-01,136.6
Montana,2012-02-01,17.2
North Carolina,2012-02-01,437.8
North Dakota,2012-02-01,25.1
Nebraska,2012-02-01,94.1
New Hampshire,2012-02-01,66.3
New Jersey,2012-02-01,244.2
New Mexico,2012-02-01,29.8
Nevada,2012-02-01,38.8
New York,2012-02-01,460.6
Ohio,2012-02-01,653.3
Oklahoma,2012-02-01,140.1
Oregon,2012-02-01,170.3
Pennsylvania,2012-02-01,570.0
Rhode Island,2012-02-01,39.5
South Carolina,2012-02-01,218.1
South Dakota,2012-02-01,40.7
District of Columbia,2012-02-01,1.0
Alabama,2012-02-01,240.5
Tennessee,2012-02-01,307.3
Texas,2012-02-01,859.9
Utah,2012-02-01,115.8
Virginia,2012-02-01,232.5
Vermont,2012-02-01,31.7
Washington,2012-02-01,275.1
Wisconsin,2012-02-01,455.4
West Virginia,2012-02-01,49.9
Wyoming,2012-02-01,9.4
Alaska,2012-03-01,14.4
Arkansas,2012-03-01,156.3
