,variable,value
Colorado,2016-04-01,2872742.0
Connecticut,2016-04-01,1902644.0
District of Columbia,2016-04-01,385998.0
Delaware,2016-04-01,468519.0
Florida,2016-04-01,9742453.0
Georgia,2016-04-01,4833155.0
Hawaii,2016-04-01,691859.0
Iowa,2016-04-01,1713159.0
Idaho,2016-04-01,815631.0
Illinois,2016-04-01,6643484.0
Indiana,2016-04-01,3341156.0
Kansas,2016-04-01,1501053.0
Kentucky,2016-04-01,2002623.0
Louisiana,2016-04-01,2129776.0
Massachusetts,2016-04-01,3638657.0
Maryland,2016-04-01,3177822.0
Maine,2016-04-01,694281.0
Michigan,2016-04-01,4857719.0
Minnesota,2016-04-01,3030266.0
Missouri,2016-04-01,3068645.0
Mississippi,2016-04-01,1266739.0
Montana,2016-04-01,524919.0
North Carolina,2016-04-01,4767111.0
North Dakota,2016-04-01,414631.0
Nebraska,2016-04-01,1023824.0
New Hampshire,2016-04-01,755519.0
New Jersey,2016-04-01,4615927.0
New Mexico,2016-04-01,944166.0
Nevada,2016-04-01,1406068.0
New York,2016-04-01,9764691.0
Ohio,2016-04-01,5775604.0
Oklahoma,2016-04-01,1822517.0
Oregon,2016-04-01,2033924.0
Pennsylvania,2016-04-01,6535650.0
Rhode Island,2016-04-01,564333.0
South Carolina,2016-04-01,2258691.0
South Dakota,2016-04-01,452748.0
Tennessee,2016-04-01,3120233.0
Texas,2016-04-01,13222774.0
Utah,2016-04-01,1499835.0
Virginia,2016-04-01,4236956.0
Vermont,2016-04-01,352019.0
Washington,2016-04-01,3629039.0
Wisconsin,2016-04-01,3124946.0
West Virginia,2016-04-01,787246.0
Wyoming,2016-04-01,300469.0
Alaska,2016-05-01,361131.0
Alabama,2016-05-01,2193285.0
Arkansas,2016-05-01,1336764.0
Arizona,2016-05-01,3166155.0
California,2016-05-01,19024146.0
Colorado,2016-05-01,2877408.0
Connecticut,2016-05-01,1904535.0
District of Columbia,2016-05-01,386077.0
Delaware,2016-05-01,468464.0
Florida,2016-05-01,9759763.0
Georgia,2016-05-01,4867615.0
Hawaii,2016-05-01,692653.0
Iowa,2016-05-01,1711784.0
Idaho,2016-05-01,817117.0
Illinois,2016-05-01,6635761.0
Indiana,2016-05-01,3341816.0
Kansas,2016-05-01,1499791.0
Kentucky,2016-05-01,2006137.0
Louisiana,2016-05-01,2127371.0
Massachusetts,2016-05-01,3644454.0
Maryland,2016-05-01,3179432.0
Maine,2016-05-01,695464.0
Michigan,2016-05-01,4864670.0
Minnesota,2016-05-01,3029700.0
Missouri,2016-05-01,3070475.0
Mississippi,2016-05-01,1266420.0
Montana,2016-05-01,524896.0
North Carolina,2016-05-01,4770739.0
North Dakota,2016-05-01,414808.0
Nebraska,2016-05-01,1023339.0
New Hampshire,2016-05-01,756318.0
New Jersey,2016-05-01,4616116.0
New Mexico,2016-05-01,945142.0
Nevada,2016-05-01,1407087.0
New York,2016-05-01,9758146.0
Ohio,2016-05-01,5773817.0
Oklahoma,2016-05-01,1820290.0
Oregon,2016-05-01,2037219.0
Pennsylvania,2016-05-01,6533018.0
Rhode Island,2016-05-01,564737.0
South Carolina,2016-05-01,2257759.0
South Dakota,2016-05-01,452898.0
Tennessee,2016-05-01,3125918.0
Texas,2016-05-01,13245429.0
Utah,2016-05-01,1503476.0
Virginia,2016-05-01,4239689.0
Vermont,2016-05-01,352187.0
Washington,2016-05-01,3636571.0
Wisconsin,2016-05-01,3124789.0
West Virginia,2016-05-01,785844.0
Wyoming,2016-05-01,300034.0
Alaska,2016-06-01,361123.0
Alabama,2016-06-01,2195096.0
Arkansas,2016-06-01,1336276.0
Arizona,2016-06-01,3171328.0
California,2016-06-01,19044461.0
Colorado,2016-06-01,2882414.0
Connecticut,2016-06-01,1906346.0
District of Columbia,2016-06-01,386269.0
Delaware,2016-06-01,468431.0
Florida,2016-06-01,9780867.0
Georgia,2016-06-01,4902692.0
Hawaii,2016-06-01,693665.0
Iowa,2016-06-01,1710646.0
Idaho,2016-06-01,818611.0
Illinois,2016-06-01,6625995.0
Indiana,2016-06-01,3341421.0
Kansas,2016-06-01,1498626.0
Kentucky,2016-06-01,2010684.0
Louisiana,2016-06-01,2124381.0
Massachusetts,2016-06-01,3651003.0
Maryland,2016-06-01,3182594.0
Maine,2016-06-01,696513.0
Michigan,2016-06-01,4871098.0
Minnesota,2016-06-01,3030303.0
Missouri,2016-06-01,3072043.0
Mississippi,2016-06-01,1267320.0
Montana,2016-06-01,524902.0
North Carolina,2016-06-01,4775075.0
North Dakota,2016-06-01,415001.0
Nebraska,2016-06-01,1022721.0
New Hampshire,2016-06-01,756851.0
New Jersey,2016-06-01,4615959.0
New Mexico,2016-06-01,946073.0
Nevada,2016-06-01,1408330.0
New York,2016-06-01,9756519.0
Ohio,2016-06-01,5771173.0
Oklahoma,2016-06-01,1818130.0
Oregon,2016-06-01,2039991.0
Pennsylvania,2016-06-01,6530436.0
Rhode Island,2016-06-01,565081.0
South Carolina,2016-06-01,2256628.0
South Dakota,2016-06-01,453038.0
Tennessee,2016-06-01,3132837.0
Texas,2016-06-01,13267182.0
Utah,2016-06-01,1507116.0
Virginia,2016-06-01,4243995.0
Vermont,2016-06-01,352315.0
Washington,2016-06-01,3644173.0
Wisconsin,2016-06-01,3124936.0
West Virginia,2016-06-01,784631.0
Wyoming,2016-06-01,299452.0
Alaska,2016-07-01,361046.0
Alabama,2016-07-01,2197442.0
Arkansas,2016-07-01,1335816.0
Arizona,2016-07-01,3176533.0
California,2016-07-01,19064645.0
Colorado,2016-07-01,2887674.0
Connecticut,2016-07-01,1907844.0
District of Columbia,2016-07-01,386583.0
Delaware,2016-07-01,468408.0
Florida,2016-07-01,9803758.0
Georgia,2016-07-01,4938298.0
Hawaii,2016-07-01,694824.0
Iowa,2016-07-01,1709736.0
Idaho,2016-07-01,820032.0
Illinois,2016-07-01,6615725.0
Indiana,2016-07-01,3339869.0
Kansas,2016-07-01,1497614.0
Kentucky,2016-07-01,2015566.0
Louisiana,2016-07-01,2120892.0
Massachusetts,2016-07-01,3657583.0
Maryland,2016-07-01,3187356.0
Maine,2016-07-01,697414.0
Michigan,2016-07-01,4877110.0
Minnesota,2016-07-01,3031789.0
Missouri,2016-07-01,3072807.0
Mississippi,2016-07-01,1268776.0
Montana,2016-07-01,524936.0
North Carolina,2016-07-01,4780755.0
North Dakota,2016-07-01,415106.0
Nebraska,2016-07-01,1021957.0
New Hampshire,2016-07-01,757124.0
New Jersey,2016-07-01,4615331.0
New Mexico,2016-07-01,946815.0
Nevada,2016-07-01,1409759.0
New York,2016-07-01,9759182.0
Ohio,2016-07-01,5768861.0
Oklahoma,2016-07-01,1816449.0
Oregon,2016-07-01,2042757.0
Pennsylvania,2016-07-01,6527033.0
Rhode Island,2016-07-01,565236.0
South Carolina,2016-07-01,2255543.0
South Dakota,2016-07-01,453169.0
Tennessee,2016-07-01,3140466.0
Texas,2016-07-01,13287060.0
Utah,2016-07-01,1510805.0
Virginia,2016-07-01,4249505.0
Vermont,2016-07-01,352402.0
Washington,2016-07-01,3651065.0
Wisconsin,2016-07-01,3125470.0
West Virginia,2016-07-01,783746.0
Wyoming,2016-07-01,298779.0
Alaska,2016-08-01,360925.0
Alabama,2016-08-01,2200157.0
Arkansas,2016-08-01,1335289.0
Arizona,2016-08-01,3181636.0
California,2016-08-01,19082707.0
Colorado,2016-08-01,2892940.0
Connecticut,2016-08-01,1909188.0
District of Columbia,2016-08-01,387048.0
Delaware,2016-08-01,468437.0
Florida,2016-08-01,9826036.0
Georgia,2016-08-01,4974373.0
Hawaii,2016-08-01,695946.0
Iowa,2016-08-01,1708506.0
Idaho,2016-08-01,821305.0
Illinois,2016-08-01,6606604.0
Indiana,2016-08-01,3337265.0
Kansas,2016-08-01,1496592.0
Kentucky,2016-08-01,2020087.0
Louisiana,2016-08-01,2116858.0
Massachusetts,2016-08-01,3663943.0
Maryland,2016-08-01,3193447.0
Maine,2016-08-01,698224.0
Michigan,2016-08-01,4882900.0
Minnesota,2016-08-01,3033760.0
Missouri,2016-08-01,3072255.0
Mississippi,2016-08-01,1270198.0
Montana,2016-08-01,525004.0
North Carolina,2016-08-01,4787885.0
North Dakota,2016-08-01,415035.0
Nebraska,2016-08-01,1021036.0
New Hampshire,2016-08-01,757169.0
New Jersey,2016-08-01,4614705.0
New Mexico,2016-08-01,947311.0
Nevada,2016-08-01,1411375.0
New York,2016-08-01,9764203.0
Ohio,2016-08-01,5768142.0
Oklahoma,2016-08-01,1815346.0
Oregon,2016-08-01,2045298.0
Pennsylvania,2016-08-01,6521875.0
Rhode Island,2016-08-01,565256.0
South Carolina,2016-08-01,2254749.0
South Dakota,2016-08-01,453279.0
Tennessee,2016-08-01,3147411.0
Texas,2016-08-01,13304597.0
Utah,2016-08-01,1514535.0
Virginia,2016-08-01,4255870.0
Vermont,2016-08-01,352500.0
Washington,2016-08-01,3657057.0
Wisconsin,2016-08-01,3126052.0
West Virginia,2016-08-01,783172.0
Wyoming,2016-08-01,298091.0
Alaska,2016-09-01,360893.0
Alabama,2016-09-01,2202528.0
Arkansas,2016-09-01,1334672.0
Arizona,2016-09-01,3186647.0
California,2016-09-01,19097439.0
Colorado,2016-09-01,2897936.0
Connecticut,2016-09-01,1910739.0
District of Columbia,2016-09-01,387727.0
Delaware,2016-09-01,468589.0
Florida,2016-09-01,9845564.0
Georgia,2016-09-01,4994147.0
Hawaii,2016-09-01,696866.0
Iowa,2016-09-01,1706420.0
Idaho,2016-09-01,822564.0
Illinois,2016-09-01,6598952.0
Indiana,2016-09-01,3333790.0
Kansas,2016-09-01,1495401.0
Kentucky,2016-09-01,2023973.0
Louisiana,2016-09-01,2112570.0
Massachusetts,2016-09-01,3669893.0
Maryland,2016-09-01,3200294.0
Maine,2016-09-01,698968.0
Michigan,2016-09-01,4888654.0
Minnesota,2016-09-01,3035888.0
Missouri,2016-09-01,3070113.0
Mississippi,2016-09-01,1271504.0
Montana,2016-09-01,525100.0
North Carolina,2016-09-01,4796073.0
North Dakota,2016-09-01,414793.0
Nebraska,2016-09-01,1020007.0
New Hampshire,2016-09-01,756983.0
New Jersey,2016-09-01,4614140.0
New Mexico,2016-09-01,947474.0
Nevada,2016-09-01,1413245.0
New York,2016-09-01,9769629.0
Ohio,2016-09-01,5770193.0
Oklahoma,2016-09-01,1814459.0
Oregon,2016-09-01,2047051.0
Pennsylvania,2016-09-01,6514917.0
Rhode Island,2016-09-01,565326.0
South Carolina,2016-09-01,2254325.0
South Dakota,2016-09-01,453352.0
Tennessee,2016-09-01,3152701.0
Texas,2016-09-01,13319196.0
Utah,2016-09-01,1518277.0
Virginia,2016-09-01,4262873.0
Vermont,2016-09-01,352623.0
Washington,2016-09-01,3662632.0
Wisconsin,2016-09-01,3126447.0
West Virginia,2016-09-01,782806.0
Wyoming,2016-09-01,297448.0
Alaska,2016-10-01,360955.0
Alabama,2016-10-01,2204273.0
Arkansas,2016-10-01,1333826.0
Arizona,2016-10-01,3191461.0
California,2016-10-01,19107156.0
Colorado,2016-10-01,2902399.0
Connecticut,2016-10-01,1912534.0
District of Columbia,2016-10-01,388522.0
Delaware,2016-10-01,468855.0
Florida,2016-10-01,9860520.0
Georgia,2016-10-01,5045509.0
Hawaii,2016-10-01,697509.0
Iowa,2016-10-01,1703087.0
Idaho,2016-10-01,823829.0
Illinois,2016-10-01,6591007.0
Indiana,2016-10-01,3329267.0
Kansas,2016-10-01,1494001.0
Kentucky,2016-10-01,2027187.0
Louisiana,2016-10-01,2108513.0
Massachusetts,2016-10-01,3675108.0
Maryland,2016-10-01,3207056.0
Maine,2016-10-01,699586.0
Michigan,2016-10-01,4893430.0
Minnesota,2016-10-01,3037832.0
Missouri,2016-10-01,3066332.0
Mississippi,2016-10-01,1272365.0
Montana,2016-10-01,525144.0
North Carolina,2016-10-01,4804146.0
North Dakota,2016-10-01,414415.0
Nebraska,2016-10-01,1018853.0
New Hampshire,2016-10-01,756584.0
New Jersey,2016-10-01,4612396.0
New Mexico,2016-10-01,947276.0
Nevada,2016-10-01,1415296.0
New York,2016-10-01,9773080.0
Ohio,2016-10-01,5774241.0
Oklahoma,2016-10-01,1813225.0
Oregon,2016-10-01,2047689.0
Pennsylvania,2016-10-01,6506582.0
Rhode Island,2016-10-01,565487.0
South Carolina,2016-10-01,2254017.0
South Dakota,2016-10-01,453370.0
Tennessee,2016-10-01,3155934.0
Texas,2016-10-01,13330344.0
Utah,2016-10-01,1521999.0
Virginia,2016-10-01,4269893.0
Vermont,2016-10-01,352761.0
Washington,2016-10-01,3667584.0
Wisconsin,2016-10-01,3126280.0
West Virginia,2016-10-01,782451.0
Wyoming,2016-10-01,296866.0
Alaska,2016-11-01,361063.0
Alabama,2016-11-01,2205335.0
Arkansas,2016-11-01,1333086.0
Arizona,2016-11-01,3196332.0
California,2016-11-01,19113583.0
Colorado,2016-11-01,2906799.0
Connecticut,2016-11-01,1914777.0
District of Columbia,2016-11-01,389247.0
Delaware,2016-11-01,469288.0
Florida,2016-11-01,9872058.0
Georgia,2016-11-01,5046935.0
Hawaii,2016-11-01,697993.0
Iowa,2016-11-01,1698894.0
Idaho,2016-11-01,825147.0
Illinois,2016-11-01,6581198.0
Indiana,2016-11-01,3324425.0
Kansas,2016-11-01,1492606.0
Kentucky,2016-11-01,2030274.0
Louisiana,2016-11-01,2105462.0
Massachusetts,2016-11-01,3679999.0
Maryland,2016-11-01,3213515.0
Maine,2016-11-01,700125.0
Michigan,2016-11-01,4896498.0
Minnesota,2016-11-01,3039925.0
Missouri,2016-11-01,3061737.0
Mississippi,2016-11-01,1272916.0
Montana,2016-11-01,525201.0
North Carolina,2016-11-01,4811353.0
North Dakota,2016-11-01,414089.0
Nebraska,2016-11-01,1017746.0
New Hampshire,2016-11-01,756175.0
New Jersey,2016-11-01,4609536.0
New Mexico,2016-11-01,946974.0
Nevada,2016-11-01,1417614.0
New York,2016-11-01,9774939.0
Ohio,2016-11-01,5779152.0
Oklahoma,2016-11-01,1811787.0
Oregon,2016-11-01,2047929.0
Pennsylvania,2016-11-01,6499466.0
Rhode Island,2016-11-01,565758.0
South Carolina,2016-11-01,2253877.0
South Dakota,2016-11-01,453396.0
Tennessee,2016-11-01,3157653.0
Texas,2016-11-01,13340963.0
Utah,2016-11-01,1525847.0
Virginia,2016-11-01,4277138.0
Vermont,2016-11-01,352973.0
Washington,2016-11-01,3672426.0
Wisconsin,2016-11-01,3125852.0
West Virginia,2016-11-01,782104.0
Wyoming,2016-11-01,296344.0
Alaska,2016-12-01,361165.0
Alabama,2016-12-01,2205647.0
Arkansas,2016-12-01,1332977.0
Arizona,2016-12-01,3201857.0
California,2016-12-01,19121219.0
Colorado,2016-12-01,2911887.0
Connecticut,2016-12-01,1917802.0
District of Columbia,2016-12-01,389937.0
Delaware,2016-12-01,469975.0
Florida,2016-12-01,9883785.0
Georgia,2016-12-01,5049842.0
Hawaii,2016-12-01,698455.0
Iowa,2016-12-01,1694792.0
Idaho,2016-12-01,826671.0
Illinois,2016-12-01,6570574.0
Indiana,2016-12-01,3320740.0
Kansas,2016-12-01,1491522.0
Kentucky,2016-12-01,2033706.0
Louisiana,2016-12-01,2104052.0
Massachusetts,2016-12-01,3685695.0
Maryland,2016-12-01,3219929.0
Maine,2016-12-01,700689.0
Michigan,2016-12-01,4897910.0
Minnesota,2016-12-01,3042724.0
Missouri,2016-12-01,3057795.0
Mississippi,2016-12-01,1273490.0
Montana,2016-12-01,525469.0
North Carolina,2016-12-01,4817768.0
North Dakota,2016-12-01,414022.0
Nebraska,2016-12-01,1017062.0
New Hampshire,2016-12-01,756026.0
New Jersey,2016-12-01,4607400.0
New Mexico,2016-12-01,946881.0
Nevada,2016-12-01,1420468.0
New York,2016-12-01,9778376.0
Ohio,2016-12-01,5784601.0
Oklahoma,2016-12-01,1810688.0
Oregon,2016-12-01,2048991.0
Pennsylvania,2016-12-01,6496248.0
Rhode Island,2016-12-01,566195.0
South Carolina,2016-12-01,2254263.0
South Dakota,2016-12-01,453528.0
Tennessee,2016-12-01,3159171.0
Texas,2016-12-01,13355421.0
Utah,2016-12-01,1530053.0
Virginia,2016-12-01,4285563.0
Vermont,2016-12-01,353293.0
Washington,2016-12-01,3678337.0
Wisconsin,2016-12-01,3126065.0
West Virginia,2016-12-01,781715.0
Wyoming,2016-12-01,295904.0
Alaska,2017-01-01,361276.0
Alabama,2017-01-01,2206228.0
Arkansas,2017-01-01,1333689.0
Arizona,2017-01-01,3208506.0
California,2017-01-01,19132994.0
Colorado,2017-01-01,2918255.0
Connecticut,2017-01-01,1921297.0
District of Columbia,2017-01-01,390694.0
Delaware,2017-01-01,470908.0
Florida,2017-01-01,9898705.0
Georgia,2017-01-01,5054953.0
Hawaii,2017-01-01,698896.0
Iowa,2017-01-01,1691889.0
Idaho,2017-01-01,828467.0
Illinois,2017-01-01,6561466.0
Indiana,2017-01-01,3319366.0
Kansas,2017-01-01,1490813.0
Kentucky,2017-01-01,2037523.0
Louisiana,2017-01-01,2103859.0
Massachusetts,2017-01-01,3693139.0
Maryland,2017-01-01,3226423.0
Maine,2017-01-01,701296.0
Michigan,2017-01-01,4898119.0
Minnesota,2017-01-01,3046821.0
Missouri,2017-01-01,3055068.0
Mississippi,2017-01-01,1273483.0
Montana,2017-01-01,526046.0
North Carolina,2017-01-01,4823602.0
North Dakota,2017-01-01,414262.0
Nebraska,2017-01-01,1016947.0
New Hampshire,2017-01-01,756274.0
New Jersey,2017-01-01,4607318.0
New Mexico,2017-01-01,947172.0
Nevada,2017-01-01,1423972.0
New York,2017-01-01,9785983.0
Ohio,2017-01-01,5791153.0
Oklahoma,2017-01-01,1810280.0
Oregon,2017-01-01,2051780.0
Pennsylvania,2017-01-01,6497414.0
Rhode Island,2017-01-01,566778.0
South Carolina,2017-01-01,2255404.0
South Dakota,2017-01-01,453764.0
Tennessee,2017-01-01,3161588.0
Texas,2017-01-01,13375477.0
Utah,2017-01-01,1534672.0
Virginia,2017-01-01,4295344.0
Vermont,2017-01-01,353658.0
Washington,2017-01-01,3686194.0
Wisconsin,2017-01-01,3127673.0
West Virginia,2017-01-01,781243.0
Wyoming,2017-01-01,295543.0
Alaska,2017-02-01,361365.0
Alabama,2017-02-01,2206285.0
Arkansas,2017-02-01,1335151.0
Arizona,2017-02-01,3216026.0
California,2017-02-01,19148790.0
Colorado,2017-02-01,2926209.0
Connecticut,2017-02-01,1924477.0
District of Columbia,2017-02-01,391426.0
Delaware,2017-02-01,471950.0
Florida,2017-02-01,9917690.0
Georgia,2017-02-01,5061813.0
Hawaii,2017-02-01,699271.0
Iowa,2017-02-01,1690683.0
Idaho,2017-02-01,830471.0
Illinois,2017-02-01,6554923.0
Indiana,2017-02-01,3320361.0
Kansas,2017-02-01,1490558.0
Kentucky,2017-02-01,2041438.0
Louisiana,2017-02-01,2103948.0
Massachusetts,2017-02-01,3701716.0
Maryland,2017-02-01,3232846.0
Maine,2017-02-01,701917.0
Michigan,2017-02-01,4897485.0
Minnesota,2017-02-01,3052170.0
Missouri,2017-02-01,3053362.0
Mississippi,2017-02-01,1273487.0
Montana,2017-02-01,526882.0
North Carolina,2017-02-01,4829087.0
North Dakota,2017-02-01,414721.0
Nebraska,2017-02-01,1017385.0
New Hampshire,2017-02-01,756804.0
New Jersey,2017-02-01,4609280.0
New Mexico,2017-02-01,947755.0
Nevada,2017-02-01,1427984.0
New York,2017-02-01,9799491.0
Ohio,2017-02-01,5798781.0
Oklahoma,2017-02-01,1810692.0
Oregon,2017-02-01,2056697.0
Pennsylvania,2017-02-01,6501514.0
Rhode Island,2017-02-01,567373.0
South Carolina,2017-02-01,2257293.0
South Dakota,2017-02-01,454090.0
Tennessee,2017-02-01,3165138.0
Texas,2017-02-01,13399052.0
Utah,2017-02-01,1539544.0
Virginia,2017-02-01,4305591.0
Vermont,2017-02-01,353982.0
Washington,2017-02-01,3696053.0
Wisconsin,2017-02-01,3130817.0
West Virginia,2017-02-01,780830.0
Wyoming,2017-02-01,295221.0
Alaska,2017-03-01,361397.0
Alabama,2017-03-01,2206076.0
Arkansas,2017-03-01,1336992.0
Arizona,2017-03-01,3223652.0
California,2017-03-01,19166879.0
Colorado,2017-03-01,2935526.0
Connecticut,2017-03-01,1926439.0
District of Columbia,2017-03-01,392114.0
Delaware,2017-03-01,472919.0
Florida,2017-03-01,9939194.0
Georgia,2017-03-01,5069575.0
Hawaii,2017-03-01,699458.0
Iowa,2017-03-01,1690865.0
Idaho,2017-03-01,832549.0
Illinois,2017-03-01,6550862.0
Indiana,2017-03-01,3322728.0
Kansas,2017-03-01,1490797.0
Kentucky,2017-03-01,2044781.0
Louisiana,2017-03-01,2103789.0
Massachusetts,2017-03-01,3709927.0
Maryland,2017-03-01,3238618.0
Maine,2017-03-01,702440.0
Michigan,2017-03-01,4896456.0
Minnesota,2017-03-01,3057640.0
Missouri,2017-03-01,3052451.0
Mississippi,2017-03-01,1273512.0
Montana,2017-03-01,527826.0
North Carolina,2017-03-01,4834530.0
North Dakota,2017-03-01,415160.0
Nebraska,2017-03-01,1018267.0
New Hampshire,2017-03-01,757373.0
New Jersey,2017-03-01,4612471.0
New Mexico,2017-03-01,948296.0
Nevada,2017-03-01,1432257.0
New York,2017-03-01,9816438.0
Ohio,2017-03-01,5806189.0
Oklahoma,2017-03-01,1811936.0
Oregon,2017-03-01,2063292.0
Pennsylvania,2017-03-01,6505628.0
Rhode Island,2017-03-01,567813.0
South Carolina,2017-03-01,2259503.0
South Dakota,2017-03-01,454505.0
Tennessee,2017-03-01,3169407.0
Texas,2017-03-01,13421751.0
Utah,2017-03-01,1544341.0
Virginia,2017-03-01,4314559.0
Vermont,2017-03-01,354222.0
Washington,2017-03-01,3707001.0
Wisconsin,2017-03-01,3134796.0
West Virginia,2017-03-01,780633.0
Wyoming,2017-03-01,294896.0
Alaska,2017-04-01,361331.0
Alabama,2017-04-01,2206288.0
Arkansas,2017-04-01,1338968.0
Arizona,2017-04-01,3230973.0
California,2017-04-01,19187319.0
Colorado,2017-04-01,2945918.0
Connecticut,2017-04-01,1926784.0
District of Columbia,2017-04-01,392905.0
Delaware,2017-04-01,473853.0
Florida,2017-04-01,9959824.0
Georgia,2017-04-01,5078384.0
Hawaii,2017-04-01,699424.0
Iowa,2017-04-01,1692030.0
Idaho,2017-04-01,834705.0
Illinois,2017-04-01,6549587.0
Indiana,2017-04-01,3326115.0
Kansas,2017-04-01,1491539.0
Kentucky,2017-04-01,2047349.0
Louisiana,2017-04-01,2103524.0
Massachusetts,2017-04-01,3717332.0
Maryland,2017-04-01,3243870.0
Maine,2017-04-01,702864.0
Michigan,2017-04-01,4896887.0
Minnesota,2017-04-01,3062642.0
Missouri,2017-04-01,3052331.0
Mississippi,2017-04-01,1273547.0
Montana,2017-04-01,528766.0
North Carolina,2017-04-01,4841237.0
North Dakota,2017-04-01,415409.0
Nebraska,2017-04-01,1019505.0
New Hampshire,2017-04-01,757871.0
New Jersey,2017-04-01,4616364.0
New Mexico,2017-04-01,948576.0
Nevada,2017-04-01,1436691.0
New York,2017-04-01,9834089.0
Ohio,2017-04-01,5813051.0
Oklahoma,2017-04-01,1814313.0
Oregon,2017-04-01,2070638.0
Pennsylvania,2017-04-01,6507391.0
Rhode Island,2017-04-01,568085.0
South Carolina,2017-04-01,2261845.0
South Dakota,2017-04-01,455044.0
Tennessee,2017-04-01,3174476.0
Texas,2017-04-01,13442289.0
Utah,2017-04-01,1548933.0
Virginia,2017-04-01,4321755.0
Vermont,2017-04-01,354394.0
Washington,2017-04-01,3718378.0
Wisconsin,2017-04-01,3139051.0
West Virginia,2017-04-01,780887.0
Wyoming,2017-04-01,294589.0
Alaska,2017-05-01,361147.0
Alabama,2017-05-01,2206487.0
Arkansas,2017-05-01,1340849.0
Arizona,2017-05-01,3237430.0
California,2017-05-01,19207735.0
Colorado,2017-05-01,2956773.0
Connecticut,2017-05-01,1925556.0
District of Columbia,2017-05-01,393708.0
Delaware,2017-05-01,474779.0
Florida,2017-05-01,9975367.0
Georgia,2017-05-01,5087915.0
Hawaii,2017-05-01,699050.0
Iowa,2017-05-01,1693382.0
Idaho,2017-05-01,836926.0
Illinois,2017-05-01,6550628.0
Indiana,2017-05-01,3329948.0
Kansas,2017-05-01,1492460.0
Kentucky,2017-05-01,2049041.0
Louisiana,2017-05-01,2103007.0
Massachusetts,2017-05-01,3723697.0
Maryland,2017-05-01,3248722.0
Maine,2017-05-01,703173.0
Michigan,2017-05-01,4900103.0
Minnesota,2017-05-01,3066694.0
Missouri,2017-05-01,3052612.0
Mississippi,2017-05-01,1273642.0
Montana,2017-05-01,529560.0
North Carolina,2017-05-01,4849701.0
North Dakota,2017-05-01,415392.0
Nebraska,2017-05-01,1020874.0
New Hampshire,2017-05-01,758267.0
New Jersey,2017-05-01,4619842.0
New Mexico,2017-05-01,948424.0
Nevada,2017-05-01,1441113.0
New York,2017-05-01,9849999.0
Ohio,2017-05-01,5819388.0
Oklahoma,2017-05-01,1817808.0
Oregon,2017-05-01,2077500.0
Pennsylvania,2017-05-01,6505377.0
Rhode Island,2017-05-01,568262.0
South Carolina,2017-05-01,2264136.0
South Dakota,2017-05-01,455672.0
Tennessee,2017-05-01,3180235.0
Texas,2017-05-01,13460096.0
Utah,2017-05-01,1553118.0
Virginia,2017-05-01,4327413.0
Vermont,2017-05-01,354489.0
Washington,2017-05-01,3729206.0
Wisconsin,2017-05-01,3143102.0
West Virginia,2017-05-01,781625.0
Wyoming,2017-05-01,294322.0
Alaska,2017-06-01,360869.0
