,REF_DATE,GEO,Educational attainment,Age group,VALUE
39576,2016-10,Saskatchewan,0 to 8  years,25 to 54 years,44.6
39577,2016-11,Saskatchewan,0 to 8  years,25 to 54 years,48.7
39578,2016-12,Saskatchewan,0 to 8  years,25 to 54 years,49.2
39579,2017-01,Saskatchewan,0 to 8  years,25 to 54 years,45.2
39580,2017-02,Saskatchewan,0 to 8  years,25 to 54 years,37.9
39581,2017-03,Saskatchewan,0 to 8  years,25 to 54 years,41.3
39582,2017-04,Saskatchewan,0 to 8  years,25 to 54 years,37.1
39583,2017-05,Saskatchewan,0 to 8  years,25 to 54 years,45.2
39584,2017-06,Saskatchewan,0 to 8  years,25 to 54 years,47.8
39585,2017-07,Saskatchewan,0 to 8  years,25 to 54 years,39.7
39586,2017-08,Saskatchewan,0 to 8  years,25 to 54 years,43.9
39587,2017-09,Saskatchewan,0 to 8  years,25 to 54 years,44.6
39588,2017-10,Saskatchewan,0 to 8  years,25 to 54 years,42.9
39589,2017-11,Saskatchewan,0 to 8  years,25 to 54 years,45.1
39590,2017-12,Saskatchewan,0 to 8  years,25 to 54 years,42.7
39591,2018-01,Saskatchewan,0 to 8  years,25 to 54 years,50.6
39592,2018-02,Saskatchewan,0 to 8  years,25 to 54 years,49.3
39593,2018-03,Saskatchewan,0 to 8  years,25 to 54 years,46.8
39594,2018-04,Saskatchewan,0 to 8  years,25 to 54 years,50.6
39595,2018-05,Saskatchewan,0 to 8  years,25 to 54 years,51.3
39596,2018-06,Saskatchewan,0 to 8  years,25 to 54 years,54.5
39597,2018-07,Saskatchewan,0 to 8  years,25 to 54 years,42.9
39598,2018-08,Saskatchewan,0 to 8  years,25 to 54 years,41.9
39599,2018-09,Saskatchewan,0 to 8  years,25 to 54 years,45.3
39600,2018-10,Saskatchewan,0 to 8  years,25 to 54 years,47.1
39601,2018-11,Saskatchewan,0 to 8  years,25 to 54 years,55.8
39602,2018-12,Saskatchewan,0 to 8  years,25 to 54 years,61.2
39603,2019-01,Saskatchewan,0 to 8  years,25 to 54 years,59.0
39604,2019-02,Saskatchewan,0 to 8  years,25 to 54 years,52.1
39605,2019-03,Saskatchewan,0 to 8  years,25 to 54 years,51.4
39606,2019-04,Saskatchewan,0 to 8  years,25 to 54 years,55.9
39607,2019-05,Saskatchewan,0 to 8  years,25 to 54 years,50.7
39608,2019-06,Saskatchewan,0 to 8  years,25 to 54 years,54.8
39609,2019-07,Saskatchewan,0 to 8  years,25 to 54 years,47.2
39610,2019-08,Saskatchewan,0 to 8  years,25 to 54 years,41.4
39611,2019-09,Saskatchewan,0 to 8  years,25 to 54 years,40.3
39612,2019-10,Saskatchewan,0 to 8  years,25 to 54 years,47.3
39613,2019-11,Saskatchewan,0 to 8  years,25 to 54 years,49.4
39614,2019-12,Saskatchewan,0 to 8  years,25 to 54 years,51.6
39615,2020-01,Saskatchewan,0 to 8  years,25 to 54 years,59.2
39616,2020-02,Saskatchewan,0 to 8  years,25 to 54 years,59.0
39617,2020-03,Saskatchewan,0 to 8  years,25 to 54 years,65.4
39618,2020-04,Saskatchewan,0 to 8  years,25 to 54 years,39.1
39619,2020-05,Saskatchewan,0 to 8  years,25 to 54 years,50.0
39620,2020-06,Saskatchewan,0 to 8  years,25 to 54 years,56.9
39621,2020-07,Saskatchewan,0 to 8  years,25 to 54 years,49.2
39622,2020-08,Saskatchewan,0 to 8  years,25 to 54 years,55.6
39623,2020-09,Saskatchewan,0 to 8  years,25 to 54 years,63.3
39624,2020-10,Saskatchewan,0 to 8  years,25 to 54 years,56.5
39625,2020-11,Saskatchewan,0 to 8  years,25 to 54 years,47.6
39626,2020-12,Saskatchewan,0 to 8  years,25 to 54 years,42.9
39627,2021-01,Saskatchewan,0 to 8  years,25 to 54 years,53.8
39628,2021-02,Saskatchewan,0 to 8  years,25 to 54 years,43.2
39629,2021-03,Saskatchewan,0 to 8  years,25 to 54 years,46.2
39630,2021-04,Saskatchewan,0 to 8  years,25 to 54 years,46.8
39631,2021-05,Saskatchewan,0 to 8  years,25 to 54 years,40.5
39632,2021-06,Saskatchewan,0 to 8  years,25 to 54 years,34.9
39633,2021-07,Saskatchewan,0 to 8  years,25 to 54 years,61.5
39634,2021-08,Saskatchewan,0 to 8  years,25 to 54 years,64.7
39635,2021-09,Saskatchewan,0 to 8  years,25 to 54 years,65.6
39636,2021-10,Saskatchewan,0 to 8  years,25 to 54 years,37.5
39637,2021-11,Saskatchewan,0 to 8  years,25 to 54 years,61.5
39638,2021-12,Saskatchewan,0 to 8  years,25 to 54 years,60.0
39639,2022-01,Saskatchewan,0 to 8  years,25 to 54 years,68.0
39640,2022-02,Saskatchewan,0 to 8  years,25 to 54 years,71.4
39641,2022-03,Saskatchewan,0 to 8  years,25 to 54 years,43.7
39642,2022-04,Saskatchewan,0 to 8  years,25 to 54 years,44.4
39643,2022-05,Saskatchewan,0 to 8  years,25 to 54 years,54.5
39644,2022-06,Saskatchewan,0 to 8  years,25 to 54 years,33.3
39645,2022-07,Saskatchewan,0 to 8  years,25 to 54 years,50.0
39646,2022-08,Saskatchewan,0 to 8  years,25 to 54 years,51.3
39647,2022-09,Saskatchewan,0 to 8  years,25 to 54 years,51.4
39648,2022-10,Saskatchewan,0 to 8  years,25 to 54 years,70.4
39649,2022-11,Saskatchewan,0 to 8  years,25 to 54 years,53.8
39650,2022-12,Saskatchewan,0 to 8  years,25 to 54 years,51.4
39651,2023-01,Saskatchewan,0 to 8  years,25 to 54 years,55.3
39652,2023-02,Saskatchewan,0 to 8  years,25 to 54 years,54.5
39653,2023-03,Saskatchewan,0 to 8  years,25 to 54 years,38.5
39654,2023-04,Saskatchewan,0 to 8  years,25 to 54 years,39.6
39655,2023-05,Saskatchewan,0 to 8  years,25 to 54 years,46.7
39656,2023-06,Saskatchewan,0 to 8  years,25 to 54 years,46.9
39657,2023-07,Saskatchewan,0 to 8  years,25 to 54 years,52.2
39658,2023-08,Saskatchewan,0 to 8  years,25 to 54 years,47.1
39659,2023-09,Saskatchewan,0 to 8  years,25 to 54 years,45.0
39660,2023-10,Saskatchewan,0 to 8  years,25 to 54 years,41.9
39661,2023-11,Saskatchewan,0 to 8  years,25 to 54 years,38.1
39662,2023-12,Saskatchewan,0 to 8  years,25 to 54 years,35.1
39663,2024-01,Saskatchewan,0 to 8  years,25 to 54 years,34.5
39664,2024-02,Saskatchewan,0 to 8  years,25 to 54 years,37.5
39665,2024-03,Saskatchewan,0 to 8  years,25 to 54 years,32.0
39666,2024-04,Saskatchewan,0 to 8  years,25 to 54 years,43.3
39667,2024-05,Saskatchewan,0 to 8  years,25 to 54 years,61.3
39668,2024-06,Saskatchewan,0 to 8  years,25 to 54 years,50.0
39669,2024-07,Saskatchewan,0 to 8  years,25 to 54 years,40.5
39670,2024-08,Saskatchewan,0 to 8  years,25 to 54 years,31.8
39671,2024-09,Saskatchewan,0 to 8  years,25 to 54 years,44.4
39672,2024-10,Saskatchewan,0 to 8  years,25 to 54 years,56.8
39673,2024-11,Saskatchewan,0 to 8  years,25 to 54 years,48.9
39674,2024-12,Saskatchewan,0 to 8  years,25 to 54 years,65.2
39675,2025-01,Saskatchewan,0 to 8  years,25 to 54 years,64.1
39676,2025-02,Saskatchewan,0 to 8  years,25 to 54 years,59.0
39677,2025-03,Saskatchewan,0 to 8  years,25 to 54 years,54.0
39678,2025-04,Saskatchewan,0 to 8  years,25 to 54 years,48.9
39679,2025-05,Saskatchewan,0 to 8  years,25 to 54 years,43.6
39680,2025-06,Saskatchewan,0 to 8  years,25 to 54 years,43.6
39681,2025-07,Saskatchewan,0 to 8  years,25 to 54 years,48.6
39682,2025-08,Saskatchewan,0 to 8  years,25 to 54 years,47.6
39683,2025-09,Saskatchewan,0 to 8  years,25 to 54 years,56.4
39684,2025-10,Saskatchewan,0 to 8  years,25 to 54 years,47.6
39685,2025-11,Saskatchewan,0 to 8  years,25 to 54 years,58.1
39686,2025-12,Saskatchewan,0 to 8  years,25 to 54 years,60.0
39687,2026-01,Saskatchewan,0 to 8  years,25 to 54 years,58.3
39688,2026-02,Saskatchewan,0 to 8  years,25 to 54 years,62.9
39689,2026-03,Saskatchewan,0 to 8  years,25 to 54 years,67.7
39690,2015-01,Saskatchewan,0 to 8  years,55 to 64 years,46.5
39691,2015-02,Saskatchewan,0 to 8  years,55 to 64 years,37.9
39692,2015-03,Saskatchewan,0 to 8  years,55 to 64 years,39.0
39693,2015-04,Saskatchewan,0 to 8  years,55 to 64 years,44.2
39694,2015-05,Saskatchewan,0 to 8  years,55 to 64 years,44.7
39695,2015-06,Saskatchewan,0 to 8  years,55 to 64 years,43.1
39696,2015-07,Saskatchewan,0 to 8  years,55 to 64 years,55.1
39697,2015-08,Saskatchewan,0 to 8  years,55 to 64 years,51.2
39698,2015-09,Saskatchewan,0 to 8  years,55 to 64 years,47.9
39699,2015-10,Saskatchewan,0 to 8  years,55 to 64 years,36.7
39700,2015-11,Saskatchewan,0 to 8  years,55 to 64 years,43.8
39701,2015-12,Saskatchewan,0 to 8  years,55 to 64 years,41.3
39702,2016-01,Saskatchewan,0 to 8  years,55 to 64 years,41.7
39703,2016-02,Saskatchewan,0 to 8  years,55 to 64 years,39.5
39704,2016-03,Saskatchewan,0 to 8  years,55 to 64 years,40.5
39705,2016-04,Saskatchewan,0 to 8  years,55 to 64 years,35.6
39706,2016-05,Saskatchewan,0 to 8  years,55 to 64 years,39.1
39707,2016-06,Saskatchewan,0 to 8  years,55 to 64 years,33.3
39708,2016-07,Saskatchewan,0 to 8  years,55 to 64 years,48.9
39709,2016-08,Saskatchewan,0 to 8  years,55 to 64 years,46.9
39710,2016-09,Saskatchewan,0 to 8  years,55 to 64 years,46.7
39711,2016-10,Saskatchewan,0 to 8  years,55 to 64 years,44.4
39712,2016-11,Saskatchewan,0 to 8  years,55 to 64 years,51.2
39713,2016-12,Saskatchewan,0 to 8  years,55 to 64 years,59.6
39714,2017-01,Saskatchewan,0 to 8  years,55 to 64 years,63.6
39715,2017-02,Saskatchewan,0 to 8  years,55 to 64 years,62.1
39716,2017-03,Saskatchewan,0 to 8  years,55 to 64 years,66.0
39717,2017-04,Saskatchewan,0 to 8  years,55 to 64 years,55.6
39718,2017-05,Saskatchewan,0 to 8  years,55 to 64 years,53.3
39719,2017-06,Saskatchewan,0 to 8  years,55 to 64 years,46.0
39720,2017-07,Saskatchewan,0 to 8  years,55 to 64 years,43.8
39721,2017-08,Saskatchewan,0 to 8  years,55 to 64 years,48.1
39722,2017-09,Saskatchewan,0 to 8  years,55 to 64 years,48.3
39723,2017-10,Saskatchewan,0 to 8  years,55 to 64 years,38.2
39724,2017-11,Saskatchewan,0 to 8  years,55 to 64 years,43.1
39725,2017-12,Saskatchewan,0 to 8  years,55 to 64 years,42.6
39726,2018-01,Saskatchewan,0 to 8  years,55 to 64 years,33.9
39727,2018-02,Saskatchewan,0 to 8  years,55 to 64 years,40.5
39728,2018-03,Saskatchewan,0 to 8  years,55 to 64 years,40.0
39729,2018-04,Saskatchewan,0 to 8  years,55 to 64 years,40.9
39730,2018-05,Saskatchewan,0 to 8  years,55 to 64 years,40.4
39731,2018-06,Saskatchewan,0 to 8  years,55 to 64 years,42.2
39732,2018-07,Saskatchewan,0 to 8  years,55 to 64 years,53.8
39733,2018-08,Saskatchewan,0 to 8  years,55 to 64 years,46.5
39734,2018-09,Saskatchewan,0 to 8  years,55 to 64 years,44.9
39735,2018-10,Saskatchewan,0 to 8  years,55 to 64 years,44.2
39736,2018-11,Saskatchewan,0 to 8  years,55 to 64 years,48.9
39737,2018-12,Saskatchewan,0 to 8  years,55 to 64 years,46.4
39738,2019-01,Saskatchewan,0 to 8  years,55 to 64 years,45.6
39739,2019-02,Saskatchewan,0 to 8  years,55 to 64 years,44.3
39740,2019-03,Saskatchewan,0 to 8  years,55 to 64 years,43.3
39741,2019-04,Saskatchewan,0 to 8  years,55 to 64 years,46.4
39742,2019-05,Saskatchewan,0 to 8  years,55 to 64 years,43.4
39743,2019-06,Saskatchewan,0 to 8  years,55 to 64 years,45.7
39744,2019-07,Saskatchewan,0 to 8  years,55 to 64 years,46.3
39745,2019-08,Saskatchewan,0 to 8  years,55 to 64 years,53.3
39746,2019-09,Saskatchewan,0 to 8  years,55 to 64 years,54.2
39747,2019-10,Saskatchewan,0 to 8  years,55 to 64 years,44.7
39748,2019-11,Saskatchewan,0 to 8  years,55 to 64 years,55.6
39749,2019-12,Saskatchewan,0 to 8  years,55 to 64 years,49.0
39750,2020-01,Saskatchewan,0 to 8  years,55 to 64 years,44.9
39751,2020-02,Saskatchewan,0 to 8  years,55 to 64 years,34.0
39752,2020-03,Saskatchewan,0 to 8  years,55 to 64 years,47.6
39753,2020-04,Saskatchewan,0 to 8  years,55 to 64 years,39.1
39754,2020-05,Saskatchewan,0 to 8  years,55 to 64 years,50.0
39755,2020-06,Saskatchewan,0 to 8  years,55 to 64 years,55.6
39756,2020-07,Saskatchewan,0 to 8  years,55 to 64 years,69.8
39757,2020-08,Saskatchewan,0 to 8  years,55 to 64 years,53.4
39758,2020-09,Saskatchewan,0 to 8  years,55 to 64 years,41.7
39759,2020-10,Saskatchewan,0 to 8  years,55 to 64 years,40.0
39760,2020-11,Saskatchewan,0 to 8  years,55 to 64 years,41.9
39761,2020-12,Saskatchewan,0 to 8  years,55 to 64 years,42.5
39762,2021-01,Saskatchewan,0 to 8  years,55 to 64 years,31.6
39763,2021-02,Saskatchewan,0 to 8  years,55 to 64 years,29.4
39764,2021-03,Saskatchewan,0 to 8  years,55 to 64 years,37.5
39765,2021-04,Saskatchewan,0 to 8  years,55 to 64 years,51.2
39766,2021-05,Saskatchewan,0 to 8  years,55 to 64 years,41.0
39767,2021-06,Saskatchewan,0 to 8  years,55 to 64 years,50.0
39768,2021-07,Saskatchewan,0 to 8  years,55 to 64 years,54.5
39769,2021-08,Saskatchewan,0 to 8  years,55 to 64 years,52.8
39770,2021-09,Saskatchewan,0 to 8  years,55 to 64 years,64.5
39771,2021-10,Saskatchewan,0 to 8  years,55 to 64 years,66.7
39772,2021-11,Saskatchewan,0 to 8  years,55 to 64 years,63.6
39773,2021-12,Saskatchewan,0 to 8  years,55 to 64 years,52.9
39774,2022-01,Saskatchewan,0 to 8  years,55 to 64 years,40.0
39775,2022-02,Saskatchewan,0 to 8  years,55 to 64 years,
39776,2022-03,Saskatchewan,0 to 8  years,55 to 64 years,
39777,2022-04,Saskatchewan,0 to 8  years,55 to 64 years,25.0
39778,2022-05,Saskatchewan,0 to 8  years,55 to 64 years,30.0
39779,2022-06,Saskatchewan,0 to 8  years,55 to 64 years,42.9
39780,2022-07,Saskatchewan,0 to 8  years,55 to 64 years,50.0
39781,2022-08,Saskatchewan,0 to 8  years,55 to 64 years,47.4
39782,2022-09,Saskatchewan,0 to 8  years,55 to 64 years,45.5
39783,2022-10,Saskatchewan,0 to 8  years,55 to 64 years,54.2
39784,2022-11,Saskatchewan,0 to 8  years,55 to 64 years,42.4
39785,2022-12,Saskatchewan,0 to 8  years,55 to 64 years,39.5
39786,2023-01,Saskatchewan,0 to 8  years,55 to 64 years,43.6
39787,2023-02,Saskatchewan,0 to 8  years,55 to 64 years,48.8
39788,2023-03,Saskatchewan,0 to 8  years,55 to 64 years,45.5
39789,2023-04,Saskatchewan,0 to 8  years,55 to 64 years,38.2
39790,2023-05,Saskatchewan,0 to 8  years,55 to 64 years,33.3
39791,2023-06,Saskatchewan,0 to 8  years,55 to 64 years,29.5
39792,2023-07,Saskatchewan,0 to 8  years,55 to 64 years,38.2
39793,2023-08,Saskatchewan,0 to 8  years,55 to 64 years,52.2
39794,2023-09,Saskatchewan,0 to 8  years,55 to 64 years,29.8
39795,2023-10,Saskatchewan,0 to 8  years,55 to 64 years,39.3
39796,2023-11,Saskatchewan,0 to 8  years,55 to 64 years,37.5
39797,2023-12,Saskatchewan,0 to 8  years,55 to 64 years,46.2
39798,2024-01,Saskatchewan,0 to 8  years,55 to 64 years,43.9
39799,2024-02,Saskatchewan,0 to 8  years,55 to 64 years,42.9
39800,2024-03,Saskatchewan,0 to 8  years,55 to 64 years,54.8
39801,2024-04,Saskatchewan,0 to 8  years,55 to 64 years,48.4
39802,2024-05,Saskatchewan,0 to 8  years,55 to 64 years,44.8
39803,2024-06,Saskatchewan,0 to 8  years,55 to 64 years,44.0
39804,2024-07,Saskatchewan,0 to 8  years,55 to 64 years,35.7
39805,2024-08,Saskatchewan,0 to 8  years,55 to 64 years,44.0
39806,2024-09,Saskatchewan,0 to 8  years,55 to 64 years,30.0
39807,2024-10,Saskatchewan,0 to 8  years,55 to 64 years,26.1
39808,2024-11,Saskatchewan,0 to 8  years,55 to 64 years,39.3
39809,2024-12,Saskatchewan,0 to 8  years,55 to 64 years,32.4
39810,2025-01,Saskatchewan,0 to 8  years,55 to 64 years,21.1
39811,2025-02,Saskatchewan,0 to 8  years,55 to 64 years,
39812,2025-03,Saskatchewan,0 to 8  years,55 to 64 years,23.8
39813,2025-04,Saskatchewan,0 to 8  years,55 to 64 years,27.0
39814,2025-05,Saskatchewan,0 to 8  years,55 to 64 years,32.1
39815,2025-06,Saskatchewan,0 to 8  years,55 to 64 years,38.5
39816,2025-07,Saskatchewan,0 to 8  years,55 to 64 years,42.3
39817,2025-08,Saskatchewan,0 to 8  years,55 to 64 years,25.0
39818,2025-09,Saskatchewan,0 to 8  years,55 to 64 years,28.6
39819,2025-10,Saskatchewan,0 to 8  years,55 to 64 years,35.3
39820,2025-11,Saskatchewan,0 to 8  years,55 to 64 years,27.8
39821,2025-12,Saskatchewan,0 to 8  years,55 to 64 years,
39822,2026-01,Saskatchewan,0 to 8  years,55 to 64 years,33.3
39823,2026-02,Saskatchewan,0 to 8  years,55 to 64 years,27.8
39824,2026-03,Saskatchewan,0 to 8  years,55 to 64 years,37.5
39825,2015-01,Saskatchewan,0 to 8  years,65 years and over,10.7
39826,2015-02,Saskatchewan,0 to 8  years,65 years and over,12.4
39827,2015-03,Saskatchewan,0 to 8  years,65 years and over,10.0
39828,2015-04,Saskatchewan,0 to 8  years,65 years and over,11.3
39829,2015-05,Saskatchewan,0 to 8  years,65 years and over,11.5
39830,2015-06,Saskatchewan,0 to 8  years,65 years and over,11.6
39831,2015-07,Saskatchewan,0 to 8  years,65 years and over,14.2
39832,2015-08,Saskatchewan,0 to 8  years,65 years and over,11.0
39833,2015-09,Saskatchewan,0 to 8  years,65 years and over,13.5
39834,2015-10,Saskatchewan,0 to 8  years,65 years and over,11.5
39835,2015-11,Saskatchewan,0 to 8  years,65 years and over,12.3
39836,2015-12,Saskatchewan,0 to 8  years,65 years and over,14.2
39837,2016-01,Saskatchewan,0 to 8  years,65 years and over,11.3
39838,2016-02,Saskatchewan,0 to 8  years,65 years and over,12.6
39839,2016-03,Saskatchewan,0 to 8  years,65 years and over,11.1
39840,2016-04,Saskatchewan,0 to 8  years,65 years and over,11.2
39841,2016-05,Saskatchewan,0 to 8  years,65 years and over,11.8
39842,2016-06,Saskatchewan,0 to 8  years,65 years and over,11.3
39843,2016-07,Saskatchewan,0 to 8  years,65 years and over,12.1
39844,2016-08,Saskatchewan,0 to 8  years,65 years and over,11.7
39845,2016-09,Saskatchewan,0 to 8  years,65 years and over,12.4
39846,2016-10,Saskatchewan,0 to 8  years,65 years and over,11.1
39847,2016-11,Saskatchewan,0 to 8  years,65 years and over,12.3
39848,2016-12,Saskatchewan,0 to 8  years,65 years and over,10.6
39849,2017-01,Saskatchewan,0 to 8  years,65 years and over,8.9
39850,2017-02,Saskatchewan,0 to 8  years,65 years and over,8.8
39851,2017-03,Saskatchewan,0 to 8  years,65 years and over,8.7
39852,2017-04,Saskatchewan,0 to 8  years,65 years and over,8.2
39853,2017-05,Saskatchewan,0 to 8  years,65 years and over,7.9
39854,2017-06,Saskatchewan,0 to 8  years,65 years and over,8.8
39855,2017-07,Saskatchewan,0 to 8  years,65 years and over,10.4
